61.5,-142.9,,
55.1872,-132.7982,,
55.2035,-132.8202,,
62.9375,-141.5667,,
61.0595,-149.7853,,
62.77335,-141.3165,,
64.89139,-147.8142,,
61.96802,-145.3427,,
32.31435,-85.16235,,
33.28375,-87.32655,,
34.95605,-86.4559,,
34.5422,-86.66465,,
34.9263,-87.02025,,
34.80405,-87.50905,,
34.92855,-87.1105,,
33.13195,-88.17885,,
31.4515,-88.08305,,
33.97575,-87.45876,,
31.58255,-87.96095,,
34.4881,-86.6333,,
34.6802,-87.00665,,
31.16,-87.09069,,
33.13,-88.14999,,
33.21145,-87.35664,,
33.26035,-87.31821,,
34.7325,-86.52105,,
32.6218,-85.4258,,
33.3674,-86.64066,,
33.6205,-86.4664,,
33.8132,-86.7891,,
32.30673,-87.24547,,
31.00002,-86.99782,,
32.43,-85.705,,
33.35,-85.625,,
34.27607,-86.17524,,
33.59,-86.5,,
32.184,-86.581,,
33.36305,-86.17122,,
34.71139,-86.6575,,
30.7113,-87.91833,,
32.76967,-86.4891,,
31.86801,-85.35995,,
33.8957,-87.53395,,
33.8957,-87.53395,,
34.70112,-87.77686,,
31.13586,-87.06486,,
31.34781,-86.54527,,
33.41574,-88.12475,,
31.25385,-88.26291,,
33.82162,-85.48985,,
34.32279,-86.5045,,
34.47091,-86.56954,,
34.29511,-86.88621,,
32.48322,-86.37698,,
33.55153,-86.98473,,
32.91874,-85.9793,,
33.37095,-87.6942,,
31.651,-85.19265,,
34.00806,-86.96416,,
34.14117,-85.22781,,
31.23374,-85.21574,,
31.53475,-85.7944,,
33.89833,-86.84557,,
31.24305,-88.31126,,
33.64341,-85.41961,,
33.65175,-85.52335,,
34.55056,-92.34083,,
36.19444,-92.38222,,
36.33528,-92.385,,
34.08,-93,,
34.25,-93.1,,
33.76986,-94.3643,,
34.787,-91.735,,
36.12083,-90.51056,,
33.82111,-92.03389,,
35.9975,-93.83426,,
35.42097,-93.15208,,
33.88861,-93.20389,,
33.26666,-93.886,,
36.19791,-91.1125,,
34.56444,-92.58667,,
36.37111,-91.87,,
36.20611,-94.23417,,
34.70694,-94.45417,,
36.18333,-94.44694,,
35.64861,-91.45889,,
36.34167,-93.94583,,
34.88111,-91.08056,,
35.27833,-93.13361,,
33.18639,-93.9475,,
34.53167,-92.40778,,
35.09306,-94.356,,
33.7985,-91.27056,,
36.41,-93.74,,
35.44944,-91.51306,,
33.14663,-92.61493,,
34.87,-92.12,,
36.31519,-93.75723,,
33.26462,-92.64066,,
34.285,-93.162,,
35.34572,-93.75313,,
35.0194,-90.32,,
34.369,-94.3745,,
34.44652,-93.07654,,
33.14759,-93.89135,,
35.36335,-94.229,,
36.29871,-92.63179,,
34.73147,-92.75093,,
33.26855,-91.22115,,
33.33171,-93.98622,,
36.14065,-92.52505,,
36.33205,-91.52025,,
34.86535,-92.3575,,
36.38605,-92.30614,,
35.703,-91.46231,,
35.34737,-91.60007,,
36.37399,-92.27071,,
35.255,-91.50301,,
34.4125,-94.1125,,
34.85324,-92.25454,,
34.20873,-92.57542,,
34.92336,-92.30519,,
35.738,-90.1355,,
35.186,-93.206,,
36.042,-93.1545,,
36.3025,-93.448,,
33.66554,-93.56799,,
34.17376,-91.07266,,
33.387,-94.036,,
31.99003,-110.1835,,
34.90831,-110.8403,,
36.09081,-109.4276,,
34.4,-111.5,,
33.6247,-109.3191,,
36.54165,-109.29,,
35.656,-111.938,,
34.325,-109.64,,
32.815,-109.675,,
34.6,-109.44,,
33.85,-111.69,,
33.99989,-110.4298,,
33.3785,-112.6432,,
34.28939,-111.1367,,
35.241,-111.8634,,
34.1,-110.165,,
34.55154,-112.5421,,
34,-110,,
32.95,-112.73,,
34.285,-110.11,,
35.175,-109.25,,
37.35944,-119.6436,,
38.93333,-119.9833,,
38.9575,-120.0914,,
40.80222,-124.1625,,
38.28085,-119.836,,
40.33556,-121.9139,,
37.23389,-119.2119,,
38.17677,-119.9065,,
41.41,-120.6781,,
38.93,-120.205,,
38.93333,-119.9833,,
38.86,-120.1358,,
37.35861,-118.9975,,
38.06615,-120.1877,,
36.10222,-118.8489,,
38.19753,-119.9811,,
41.45833,-122.4306,,
41.42806,-122.3839,,
38.04806,-119.2642,,
40.63556,-122.7325,,
38.03898,-120.2339,,
36.05278,-118.1303,,
38.26661,-119.8633,,
41.82417,-122.9958,,
38.25583,-122.5833,,
39.21278,-120.8908,,
37.91111,-119.2569,,
33.2675,-116.8625,,
41.21361,-122.2703,,
39.3225,-120.2653,,
40.92911,-121.6156,,
39.68833,-123.4817,,
38.85556,-120.0133,,
38.93333,-119.9833,,
40.26639,-123.8692,,
40.26639,-123.8692,,
36.2485,-121.495,,
40.8875,-122.3775,,
39.92778,-122.1781,,
39.26361,-121.0161,,
39.68833,-123.4817,,
39.22361,-123.7675,,
37.5703,-118.972,,
38.72139,-120.5836,,
39.205,-121.58,,
40.465,-124,,
37.23389,-119.2119,,
36.0438,-118.7402,,
39.31917,-120.3275,,
38.0312,-120.2434,,
37,-121.7,,
40.75,-122.1667,,
40.85,-123.55,,
38.90333,-120.6033,,
36.7818,-120.201,,
40.7974,-122.278,,
35.5565,-121.2919,,
36.3779,-121.7146,,
41.75,-123.35,,
38.3068,-119.5483,,
39.25396,-121.0517,,
41.65,-123.85,,
40.7485,-123.2718,,
41.75,-123.35,,
37.39555,-121.4871,,
39.50435,-120.3784,,
40.6789,-122.8055,,
38.86165,-120.2201,,
37.58325,-118.9166,,
41.21385,-124.0687,,
40.7333,-122.6667,,
38.4906,-121.7138,,
41.8333,-123.1668,,
34.6167,-118.4333,,
41.28996,-123.056,,
39.83929,-123.2393,,
37.9333,-119,,
39.51489,-123.3899,,
38.33115,-119.7853,,
34.625,-119.2916,,
33.95002,-116.5333,,
36.70835,-118.375,,
37.475,-121.07,,
38.83996,-123.0585,,
36.79165,-118.125,,
34.73389,-119.9254,,
41.98645,-123.1749,,
38.79998,-120.2083,,
39.705,-121.18,,
34.76666,-118.5834,,
41.65925,-123.4498,,
35.665,-120.55,,
38.25,-121,,
41.845,-122.575,,
38.51665,-119.6234,,
34.28665,-117.3395,,
36.77763,-118.9604,,
37.62124,-121.7587,,
41.89288,-123.7879,,
40.64289,-121.8214,,
40.03728,-120.9851,,
38.21877,-120.0124,,
37.22716,-118.6271,,
50.4023,-114.4419,,
50.0865,-114.2347,,
55.26332,-114.3957,,
53.62819,-114.1397,,
52.51666,-115.8742,,
56.12543,-117.1638,,
53.92005,-113.0987,,
50.03888,-110.6488,,
49.01115,-114.0243,,
54.36361,-119.4058,,
50.84333,-116.0426,,
49.3402,-121.3177,,
53.08,-119.665,,
56.3321,-121.3324,,
50.80041,-122.1751,,
59.61,-123.12,,
49.94374,-123.2054,,
49.54,-123.94,,
53.59444,-120.4736,,
54.23708,-122.0064,,
49.62125,-121.3976,,
49.09555,-119.8664,,
49.4068,-122.1171,,
49.175,-121.525,,
49.24,-121.94,,
49.28569,-117.8504,,
51.05747,-118.398,,
48.83319,-124.2872,,
48.56704,-123.6171,,
49.26528,-125.3675,,
49.0922,-122.6089,,
49.73385,-119.8076,,
50.29765,-115.5743,,
48.35765,-123.3647,,
50.58304,-118.188,,
50.8604,-127.735,,
49.4085,-124.6929,,
49.41289,-116.5133,,
49.20805,-117.9636,,
49.40372,-121.8461,,
56.03458,-129.1523,,
49.89706,-117.3797,,
50.25,-98.03333,,
50.5697,-96.17149,,
52.9884,-99.11815,,
54.245,-97.595,,
50.91725,-100.9129,,
53.99,-101.274,,
45.6746,-67.05334,,
45.98335,-64.4627,,
43.2114,-79.5985,,
45.01904,-79.1338,,
44.86073,-79.76308,,
49.16669,-81.00553,,
51.03445,-93.88194,,
43.62427,-80.60942,,
48.03027,-79.94618,,
44.53995,-75.63184,,
48.36266,-92.04907,,
49.40276,-94.02934,,
48.60385,-93.47855,,
52.6752,-94.5176,,
48.51035,-79.81129,,
44.61615,-76.4198,,
44.15255,-80.02915,,
44.30352,-80.66389,,
60.36933,-134.4837,,
60.69976,-135.1155,,
37.57915,-105.4979,,
39.67095,-105.8199,,
39.1084,-107.0153,,
40.79166,-105.9583,,
38.8922,-105.1058,,
39.21338,-105.0652,,
38.49833,-107.8833,,
37.30833,-106.4917,,
37.32255,-106.5123,,
39.42923,-104.9677,,
39.6632,-106.8085,,
38.8993,-104.9743,,
38.54166,-104.9908,,
39.18975,-106.4269,,
39.26944,-106.3833,,
40.57499,-105.3646,,
40.45418,-108.5417,,
37.75417,-107.7667,,
38.753,-105.1598,,
40.54167,-105.9333,,
39.24998,-106.2583,,
37.4625,-108.2083,,
38.4,-105.1167,,
38.6691,-104.8604,,
39.25,-106.3,,
39.32385,-106.2275,,
39.3375,-107.0671,,
40.4521,-106.6535,,
38.9006,-104.9917,,
37.5969,-105.4826,,
39.11636,-105.2155,,
